Users,Tags,Rank,Rank Name,Ability Usage,Headshot %,Position,KD,Assists
blobb,81088,7.0,Silver 1,,,Flex,,
Chuggets,2244,16.0,Diamond 1,,,Flex,,
kevin69,8768,6.0,Bronze 3,21.6,17.4267,Duelist,1.4054,2.0
TheNinja006,6006,7.0,Silver 1,,,Flex,,
alittleFrenchRue,woof1,17.0,Diamond 2,,,Flex,,
TIGBITS,8407,6.0,Bronze 3,20.2,7.0232,Duelist,1.0753,3.4
chu,6816,18.0,Diamond 3,24.2,23.3284,Duelist,1.2245,3.2
Libretto,cutie,8.0,Silver 2,21.8,7.4708,Sentinel,1.1846,5.8
SakuraBlossom,ETHOT,7.0,Silver 1,,,Flex,,
Szechwuan,4019,8.0,Silver 2,13.6,18.2711,Controller,1.2533,2.2
fuegolobo9,8847,,NaN,0.5,0.0,Flex,0.087,3.0
Sadim,IDK,3.0,Iron 3,11.4,11.3333,Initiator,2.6417,6.2
Piggy,00000,10.0,Gold 1,27.0,10.9375,Flex,3.0,3.0
buttghost,NA1,6.0,Bronze 3,38.0,13.0772,Initiator,0.6729,5.2
Pants ツ,induh,12.0,Gold 3,45.75,27.2199,Flex,0.9348,8.5
big,yam,6.0,Bronze 3,10.0,0.0,Flex,0.6,4.0
emma,sama,8.0,Silver 2,6.0,46.1905,Duelist,0.7167,0.2
STXLOL,1027,7.0,Silver 1,29.8,32.7977,Duelist,1.1123,1.4
megawinhero,5717,4.0,Bronze 1,0.0,0.0,Flex,0.4706,9.0
Kurkzee,100K,12.0,Gold 3,7.0,8.0303,Duelist,0.6554,1.6
TAKAAS,2082,,NaN,18.6,23.315,Initiator,1.0205,4.2
HersheyBar,6817,11.0,Gold 2,13.4,9.1764,Sentinel,0.4161,3.0
dntblamemeplz,NA1,,NaN,,,Flex,,
LookHes1HP,3147,,NaN,,,Flex,,
Superman,10101,13.0,Platinum 1,56.0,15.7895,Flex,1.0,15.0
sniperaries,NA1,4.0,Bronze 1,13.3333,15.7738,Flex,0.8222,1.0
HughJa MeataBall,1731,7.0,Silver 1,47.4,9.8978,Initiator,1.1997,2.0
SEN LENZ,2323,4.0,Bronze 1,23.6,8.3646,Duelist,1.0946,5.2
Mysticyei,2613,8.0,Silver 2,22.2,10.7472,Duelist,1.1812,4.6
SmokinKing,Wings,13.0,Platinum 1,27.2,12.311,Flex,1.3809,4.8
meanie beanie,6969,5.0,Bronze 2,17.2,12.6462,Flex,2.3389,4.0
DustyBeenDrankin,2534,11.0,Gold 2,56.0,11.5385,Flex,1.6429,4.0
TheSunSide,Sun,10.0,Gold 1,40.4,14.2593,Controller,1.6687,7.2
NW0lfGames,NA1,,NaN,9.2,31.2674,Flex,0.7533,2.2
Miilo06,3702,12.0,Gold 3,,,Flex,,
Bloody,8939,,NaN,4.8,28.9125,Duelist,0.4188,4.0
NotYis,NA1,,NaN,10.2,5.9013,Duelist,0.6214,2.8
maydie,2804,,NaN,2.5,6.8182,Flex,0.5694,1.0
Wispy,3424,8.0,Silver 2,0.0,0.0,Duelist,0.9332,7.2
THEGOAT,7986,3.0,Iron 3,,,Flex,,
Kandyyz,NA1,10.0,Gold 1,43.2,15.9094,Sentinel,0.7006,6.6
Big Balla,3614,13.0,Platinum 1,27.8,10.934,Controller,0.4155,1.8
this is cao,NA1,,NaN,,,Flex,,
Anabeli04,5218,,NaN,,,Flex,,
yamipray,9380,,NaN,36.8,10.0282,Duelist,0.8879,2.6
marcelo,8634,8.0,Silver 2,6.4,3.7736,Flex,0.8735,6.6
beef,777,9.0,Silver 3,22.2,15.6043,Initiator,0.7667,1.4
Mavsss,00000,21.0,Immortal 3,31.2,12.87,Sentinel,1.6668,1.8
F1RST2D1E,6793,8.0,Silver 2,,,Flex,,
growguu,Flame,11.0,Gold 2,42.0,11.6913,Flex,0.8498,4.4
zakira,8959,15.0,Platinum 3,,,Flex,,
KAYSONE,0824,10.0,Gold 1,20.0,20.0,Flex,0.6667,2.0
Wolfy,9962,10.0,Gold 1,,,Flex,,
Ducky,7331,,NaN,,,Flex,,
Mystic,imgay,7.0,Silver 1,33.0,14.8148,Flex,1.6875,4.0
esk,3540,7.0,Silver 1,25.4,13.3023,Initiator,0.946,2.8
rohjoe,9325,,NaN,6.4,4.6053,Duelist,0.2771,0.6
Peaches Santos,VGNA,8.0,Silver 2,35.0,11.6548,Flex,1.543,2.8
Justinathecrack,3302,19.0,Immortal 1,42.25,20.4296,Sentinel,2.6845,5.0
Quain,9026,,NaN,7.6,4.2657,Duelist,1.1055,4.6
Protoc,3901,,NaN,26.8,18.0351,Sentinel,0.7653,3.8
Nokoff,4126,5.0,Bronze 2,,,Flex,,
Nbunz Kitten,meow,6.0,Bronze 3,30.8,16.3575,Controller,0.8522,6.4
SlimBear,1997,7.0,Silver 1,28.0,7.783,Duelist,0.6715,5.0
Sin,7314,11.0,Gold 2,45.0,14.0845,Flex,1.9091,5.0
PridedViper,8149,,NaN,,,Flex,,
Bird Brains,NA2,,NaN,50.0,12.3711,Flex,1.3158,8.0
akamehameha,9000,14.0,Platinum 2,,,Flex,,
ArcherKyun,NA1,9.0,Silver 3,,,Flex,,
Buckborogue,1204,,NaN,15.8,6.3778,Duelist,0.9105,5.2
XxBlckSheepxX,NA1,9.0,Silver 3,13.0,27.0707,Sentinel,0.8601,2.6
AllieIzGood,LUL,12.0,Gold 3,43.6,13.6441,Flex,0.8227,3.0
BoobLover69,Boob,18.0,Diamond 3,35.6,13.8244,Controller,1.0148,4.4
freyalikesurmum,mum,11.0,Gold 2,0.0,0.0,Flex,0.85,5.0
zexty,Good,10.0,Gold 1,,,Flex,,
iswamfromcuba,0000,12.0,Gold 3,0.0,0.0,Flex,1.0576,8.8
Leche0,NA1,,NaN,10.75,4.764,Flex,0.665,4.25
krophent,NA1,,NaN,30.0,4.4578,Flex,1.8133,2.6
adrsh12,LOL,12.0,Gold 3,49.6,16.8058,Controller,0.9979,8.4
Kitten,1224,12.0,Gold 3,,,Flex,,
J03Diamond,5952,7.0,Silver 1,9.5,2.2222,Flex,0.9246,4.0
Floppy,3687,,NaN,,,Flex,,
errorrank,NA1,10.0,Gold 1,,,Flex,,
Paintdobber,NA1,11.0,Gold 2,52.0,34.6939,Flex,1.2778,7.0
spiffybob208,MOOF,18.0,Diamond 3,43.5,45.7917,Flex,1.5346,5.0
mochajoey2021,2848,6.0,Bronze 3,29.8,6.4145,Initiator,0.7933,4.6
mrflops,6397,4.0,Bronze 1,38.2,12.0635,Duelist,0.6347,3.0
DUNCACCINO,NA1,,NaN,13.8,15.9447,Duelist,1.8989,2.8
daki,126,11.0,Gold 2,27.0,26.0596,Duelist,0.7612,3.2
Onion In Butt,butt,,NaN,,,Flex,,
lexiibott,0036,,NaN,,,Flex,,
DogLover441,1115,8.0,Silver 2,10.2,15.5833,Duelist,1.7959,3.4
badatmnk,5143,11.0,Gold 2,,,Flex,,
Qingshenyiwang,NA1,,NaN,,,Flex,,
Quiggles,gomd,,NaN,0.0,0.0,Flex,0.9474,8.0
AYRequiem,NA1,,NaN,13.0,7.3333,Sentinel,0.34,1.4
Dat1AsianN00B,6620,,NaN,,,Flex,,
ubiquitous,1998,,NaN,18.4,11.3995,Duelist,0.6982,3.2
TripOnDeez,Nutz,11.0,Gold 2,40.0,18.2056,Controller,1.1967,3.4
Fratpack,1108,,NaN,8.5,8.804,Controller,0.4639,3.5
Spectral,3362,,NaN,35.4,26.2063,Initiator,1.1867,2.8
Djinn,999,4.0,Bronze 1,,,Flex,,
DuckyMomo,3838,5.0,Bronze 2,20.6,7.5718,Controller,0.8033,5.2
Fedo,3000,8.0,Silver 2,58.2,30.3018,Initiator,1.1927,5.2
Matt,3900,10.0,Gold 1,24.4,22.8743,Duelist,1.284,5.0
McLoven43,7866,,NaN,32.0,7.4747,Flex,1.2987,5.0
AnthonyReyero,1223,8.0,Silver 2,13.2,12.0644,Duelist,0.9558,4.4
Trashopeia,NA1,,NaN,15.0,2.7778,Flex,0.7365,6.3333
Mina,IMBA,14.0,Platinum 2,41.8,19.7849,Flex,1.3442,6.0
RuiN,hezi,8.0,Silver 2,13.0,17.4473,Duelist,2.112,5.0
saweetie,queen,6.0,Bronze 3,8.0,4.0669,Duelist,1.2606,0.8
beesides,420,9.0,Silver 3,56.6,10.8268,Sentinel,1.7189,7.8
zeexox,NA1,,NaN,19.8,10.8885,Duelist,0.8427,3.6
vestiga,7767,12.0,Gold 3,,,Flex,,
GaSpr101,NA1,5.0,Bronze 2,4.0,33.3333,Flex,0.25,0.0
SoulReaper1622,7241,9.0,Silver 3,9.8,24.6491,Duelist,0.9808,1.6
DarkLycan321,3529,,NaN,,,Flex,,
driscoll,3369,10.0,Gold 1,18.2,13.0952,Flex,1.2789,4.6
Aytaonpc,7399,10.0,Gold 1,43.6,11.9521,Flex,1.3691,4.0
3090 on Water,faded,,NaN,33.8,40.239,Controller,1.333,2.4
Worldyo,NA1,9.0,Silver 3,,,Flex,,
Acadie,BUB,10.0,Gold 1,25.0,40.0,Flex,1.5,1.0
wuqhxx,0008,5.0,Bronze 2,11.25,11.0437,Flex,1.4334,2.75
King3,3861,5.0,Bronze 2,2.0,50.0,Flex,0.75,0.0
ujinaa,NA1,17.0,Diamond 2,55.6,13.8226,Flex,0.8217,4.4
queenbeet,4444,,NaN,,,Flex,,
Airie,ILY,,NaN,32.0,22.4653,Flex,0.6771,3.0
christiano,00000,,NaN,11.4,5.7692,Flex,0.4521,3.2
vex,1234,8.0,Silver 2,16.8,9.8971,Duelist,1.2745,3.6
DAT,3820,,NaN,12.0,10.2564,Flex,0.3333,6.0
Kdubpartyboy,7249,,NaN,4.0,2.2727,Duelist,1.4967,2.8
AYEYOWASH,NA1,6.0,Bronze 3,13.5,2.6501,Flex,0.5344,4.5
hockeydude9909,NA1,7.0,Silver 1,,,Flex,,
Zevocity,999,10.0,Gold 1,22.6,18.6985,Duelist,2.4444,1.2
vampiricloverboy,1313,4.0,Bronze 1,14.4,14.8779,Controller,0.6556,3.2
TableSalt,2123,,NaN,29.4,16.2486,Duelist,2.0397,3.8
Happy Decoy,NA1,,NaN,,,Flex,,
FaDe,3030,6.0,Bronze 3,16.0,7.1429,Flex,1.0,0.5
SpookyΨ,Ghost,10.0,Gold 1,19.0,12.8667,Duelist,1.0904,4.0
i eat lotion,yum,12.0,Gold 3,52.0,13.9011,Sentinel,0.5776,8.0
Cesarrrr,2345,,NaN,24.0,10.7481,Flex,1.012,4.5
Æther,0219,,NaN,32.2,19.8115,Controller,1.3094,4.0
hekry,ttv,,NaN,34.2,13.9599,Initiator,1.5151,7.0
apple,12745,6.0,Bronze 3,,,Flex,,
darb,000,21.0,Immortal 3,,,Flex,,
Kav,6283,12.0,Gold 3,32.8,13.6539,Duelist,0.6822,4.8
Bagaegul,3372,,NaN,46.0,6.25,Flex,0.5556,8.0
Luluna,1517,,NaN,12.4,21.0811,Duelist,0.4133,1.6
WoohShiesty,Brrrd,13.0,Platinum 1,66.5,10.4598,Flex,0.8333,8.5
Eveno,7212,5.0,Bronze 2,44.0,11.1111,Flex,0.8235,9.0
Master,90210,7.0,Silver 1,24.0,11.6087,Flex,0.7451,6.0
Jilinxy,4094,8.0,Silver 2,7.2,9.3333,Sentinel,1.0628,3.0
Drunkdude,PBJ,6.0,Bronze 3,,,Flex,,
yurrrmom,mommy,9.0,Silver 3,25.2,7.0681,Flex,0.5103,5.6
FatGuyHere,0713,,NaN,12.4,25.4072,Controller,2.2085,3.8
DirtyBongWater,2986,10.0,Gold 1,34.4,10.6516,Duelist,1.3255,2.6
SubParTryhardTTV,0511,11.0,Gold 2,25.6,9.5439,Flex,0.9667,6.0
SUPERNATO1,3954,8.0,Silver 2,32.8,5.4876,Controller,1.1288,6.2
Crow,8146,9.0,Silver 3,20.5,11.0458,Flex,0.7786,3.0
Trash Goddess,TTV,4.0,Bronze 1,43.8,10.3457,Duelist,1.0578,2.8
naruto,tsvn,8.0,Silver 2,4.0,37.127,Duelist,1.0367,0.6
Titans,Titan,,NaN,0.0,0.0,Flex,1.0625,5.0
BaiceXD,NA1,,NaN,32.0,16.0494,Flex,0.6364,13.0
CowPool,NUTT,,NaN,12.75,4.8214,Controller,0.3502,5.5
Varcaus,7861,18.0,Diamond 3,30.5,7.3962,Duelist,1.0174,4.0
bobbybird,2517,,NaN,28.8,25.675,Duelist,1.5133,3.4
tron,cat,9.0,Silver 3,26.6,32.418,Duelist,1.3305,1.8
誰でもない,9668,10.0,Gold 1,14.4,24.4074,Duelist,1.5095,3.4
Galaxy,2408,7.0,Silver 1,55.0,15.3846,Flex,3.0,5.0
Zablocki,dog,,NaN,,,Flex,,
steezus,2833,,NaN,3.0,6.25,Flex,0.2,0.0
Matteoi27,4371,,NaN,17.6,15.051,Controller,1.0381,3.4
Ojert,129,14.0,Platinum 2,35.2,11.4438,Initiator,0.8185,6.6
Rubthescrub420,8498,,NaN,10.4,10.4032,Sentinel,0.5076,2.6
MiscEToes,4916,7.0,Silver 1,12.0,5.2632,Flex,0.5714,1.0
Stormy20201996,9280,8.0,Silver 2,41.0,6.8966,Flex,0.6667,7.0
xBlurgh,NA1,,NaN,46.6,15.1296,Initiator,0.9468,6.4
xtc,nic,,NaN,12.0,23.2877,Flex,1.4444,2.0
montres,8412,6.0,Bronze 3,48.4,13.2521,Duelist,0.6921,4.4
FlyxLF,3039,11.0,Gold 2,24.6,9.8142,Duelist,1.0177,3.6
hondo,FBI,9.0,Silver 3,31.2,8.2692,Duelist,1.1033,3.4
Needy Puppy,2078,5.0,Bronze 2,29.0,9.3805,Flex,1.0789,4.0
Sizeッ,841,11.0,Gold 2,38.0,12.4607,Controller,0.8777,4.6
ATRIX,2222,,NaN,14.6,11.4424,Duelist,0.7465,5.0
한국 제트기,7690,5.0,Bronze 2,0.0,0.0,Flex,0.7727,4.0
spoiled milk,4472,5.0,Bronze 2,,,Flex,,
dookie,lol,6.0,Bronze 3,16.4,11.7787,Duelist,1.3292,2.2
Decibel,4077,10.0,Gold 1,0.0,0.0,Flex,3.4,0.0
お父ちゃん,8005,9.0,Silver 3,,,Flex,,
playweaver,7291,5.0,Bronze 2,0.0,0.0,Flex,0.3333,9.0
OffbeatNoodles,1363,7.0,Silver 1,29.8,10.6978,Initiator,1.8043,3.8
On Baby,Zoo,12.0,Gold 3,32.4,29.1428,Initiator,0.6562,5.2
Saucy,5061,4.0,Bronze 1,11.6,11.754,Duelist,0.7749,4.8
SwagYoloBreh,Swag,9.0,Silver 3,24.4,22.6662,Initiator,0.9841,4.8
F k Mask off,FTP,11.0,Gold 2,,,Flex,,
ErectShrimp,7585,10.0,Gold 1,,,Flex,,
jordanmartinchr,6746,7.0,Silver 1,,,Flex,,
Weirdrhombus,NA1,8.0,Silver 2,28.0,6.25,Flex,0.3158,3.0
Sprehk,1331,,NaN,39.0,10.9563,Flex,0.7916,3.6
ThisOnDONDA,9999,,NaN,5.6,7.0661,Sentinel,0.927,7.8
Kulo47,6251,,NaN,50.0,22.9585,Sentinel,1.585,1.4
alex,boobi,9.0,Silver 3,,,Flex,,
Enthightor,NA1,13.0,Platinum 1,16.0,9.3023,Flex,2.3333,4.0
BudBucket,4339,6.0,Bronze 3,,,Flex,,
Sharkwavee,NA1,14.0,Platinum 2,32.4,18.0395,Flex,0.9261,6.2
shdwhunter,4740,,NaN,8.6667,0.0,Duelist,0.25,0.3333
Kimbembe,7375,11.0,Gold 2,28.0,35.0,Flex,0.5625,1.0
sktl,9999,12.0,Gold 3,30.4,14.9155,Flex,1.1002,6.2
Kissandra,NA1,6.0,Bronze 3,,,Flex,,
daddy monika,barf,12.0,Gold 3,28.0,17.831,Duelist,1.7301,1.6
Chuvak,Succ,8.0,Silver 2,,,Flex,,
TreeTurtle3000,8093,,NaN,28.2,9.3009,Controller,0.6351,5.8
SirsQuacks,3139,,NaN,,,Flex,,
LexVL,1492,4.0,Bronze 1,38.0,9.8129,Flex,1.5602,4.0
MiniMilekt,NA1,6.0,Bronze 3,42.8,12.1536,Sentinel,1.2387,4.8
HellcatDemon,1999,4.0,Bronze 1,50.4,11.2743,Duelist,1.0235,5.2
pooptarte,poop,4.0,Bronze 1,7.2,13.0119,Duelist,0.64,1.2
Hydrx,8788,6.0,Bronze 3,23.0,11.2296,Duelist,0.8497,2.2
ActuallySpoods,6560,9.0,Silver 3,52.6,11.7922,Flex,1.3308,6.2
LýkosSkiás,NA1,9.0,Silver 3,0.0,0.0,Flex,0.8333,8.0
VenomOnlyツ,Bot,16.0,Diamond 1,29.0,23.4043,Flex,1.0,2.0
Itachi Uchiha,frog,12.0,Gold 3,37.2,19.3474,Flex,0.9186,5.0
MinhUwU,6741,11.0,Gold 2,30.8,20.3236,Flex,3.0305,3.4
nita,6296,,NaN,,,Flex,,
xGqmr,4249,12.0,Gold 3,,,Flex,,
FastestSocks,4187,,NaN,32.0,13.7866,Sentinel,0.6596,6.2
tt17,007,,NaN,55.6,13.5943,Controller,1.0089,6.0
Pathiccc,0000,8.0,Silver 2,,,Flex,,
Mei,9382,5.0,Bronze 2,12.0,28.5714,Flex,0.0,1.0
Zer0G21,NA1,8.0,Silver 2,30.2,21.4732,Initiator,0.9508,4.4
Clixzy,noob,,NaN,,,Flex,,
eiraleaf,6815,,NaN,,,Flex,,
prionDependent,6533,,NaN,12.2,14.5498,Initiator,1.5666,2.8
Eleventh,1549,11.0,Gold 2,46.0,7.9056,Flex,0.7192,8.3333
Alix,Oct16,5.0,Bronze 2,,,Flex,,
chimppanzenis,34534,,NaN,,,Flex,,
ElimPlayingVal,9436,,NaN,,,Flex,,
messi,5425,10.0,Gold 1,117.0,18.3486,Flex,1.25,6.0
rando,why,10.0,Gold 1,18.0,25.0,Flex,2.1429,2.0
maro,404,7.0,Silver 1,6.6,20.8523,Sentinel,3.3651,2.0
Smchugh33,NA1,7.0,Silver 1,30.0,13.2289,Sentinel,1.4582,4.2
Corcer,9252,10.0,Gold 1,48.0,22.2222,Flex,1.3333,8.0
MoeBustaMove,9207,,NaN,0.8,3.3333,Flex,1.2227,4.8
TrashPanda,9596,5.0,Bronze 2,,,Flex,,
engineersam,genx,4.0,Bronze 1,31.2,5.2573,Flex,0.6613,4.0
1000,4559,,NaN,10.2,7.5385,Sentinel,0.628,1.8
Godlybeast94,1900,12.0,Gold 3,,,Flex,,
RobertMooner,1410,7.0,Silver 1,28.2,13.2617,Duelist,1.2428,4.0
baksben,1507,6.0,Bronze 3,26.6,13.6347,Duelist,0.9125,1.8
WorstKatNA,117,,NaN,10.8,16.6981,Flex,0.772,1.2
T Dizzle,poop,11.0,Gold 2,35.2,11.7235,Flex,1.3733,6.6
alam2881,NA111,6.0,Bronze 3,3.4,2.2222,Duelist,1.0308,7.2
zacpotvin3281,EUW,5.0,Bronze 2,32.6,5.7959,Sentinel,0.8007,4.2
Strykerai,Pog,11.0,Gold 2,34.8,25.3771,Controller,0.918,3.4
DownRacketeer0,4645,6.0,Bronze 3,35.0,13.2075,Flex,1.8571,9.0
SupremeGobblerTv,3840,,NaN,28.0,14.9425,Flex,1.2105,4.0
Nokes,8596,9.0,Silver 3,30.0,10.0,Flex,0.3333,2.0
koop,439,9.0,Silver 3,18.2,8.9489,Flex,1.3176,3.4
Kashi,666,13.0,Platinum 1,,,Flex,,
kaylee,KPUN,14.0,Platinum 2,44.0,25.252,Flex,1.1334,5.0
fatass0443,9471,,NaN,13.5,17.7778,Flex,1.5,1.0
Dummydind,5843,10.0,Gold 1,0.0,0.0,Flex,1.2105,8.0
X11 Window Dump,NA1,8.0,Silver 2,14.0,26.3158,Flex,1.5,1.0
Bladesuo,NA1,5.0,Bronze 2,18.0,15.351,Duelist,1.6715,3.6
CoffeeTea,3567,9.0,Silver 3,,,Flex,,
certlisakisser,balls,6.0,Bronze 3,27.8,15.6782,Duelist,1.1854,3.6
barrett,2573,5.0,Bronze 2,4.4,4.961,Duelist,1.4,1.2
Dracula,0315,12.0,Gold 3,50.5,15.2632,Flex,0.9712,6.5
mommycornpuff,2545,,NaN,0.0,0.0,Flex,0.8824,8.0
Andurzy,Meru,18.0,Diamond 3,16.0,6.5291,Flex,0.8763,6.8
Orion,1001,10.0,Gold 1,19.2,6.0349,Initiator,1.0241,5.6
Fyumi,001,11.0,Gold 2,40.8,13.6748,Flex,1.2106,6.6
Donald Blunt,twea,11.0,Gold 2,35.4,10.3407,Flex,0.888,6.0
oiseauvertqc420,420,10.0,Gold 1,6.2,2.4324,Controller,1.4561,4.2
NicocadoAvacado,Fat,7.0,Silver 1,9.6,18.4265,Sentinel,1.5108,5.0
SquatRat,NA1,8.0,Silver 2,,,Flex,,
Trooper,603,7.0,Silver 1,28.6,13.1457,Duelist,1.425,3.4
Sxmm,69420,,NaN,7.6,3.6364,Flex,0.8138,5.2
River,6605,,NaN,30.4,9.9235,Duelist,1.7871,5.4
CalpicoDreams,7916,,NaN,0.0,0.0,Flex,0.8575,9.2
JoeyBaby,5315,,NaN,,,Flex,,
ContactBlank,7995,,NaN,17.3333,5.5556,Flex,0.8111,1.0
FYIILU XOXO,NA1,10.0,Gold 1,39.0,10.6383,Flex,0.6471,3.0
TheDagBag,420,5.0,Bronze 2,14.2,11.2114,Initiator,1.1912,6.4
Kohaui,008,17.0,Diamond 2,10.8,10.462,Flex,1.0655,4.6
Meiana,6846,9.0,Silver 3,,,Flex,,
Bubbles,tard,,NaN,13.8,20.3554,Duelist,0.5467,2.0
IcyCuh,7583,12.0,Gold 3,,,Flex,,
Meli,turke,6.0,Bronze 3,20.0,33.3333,Flex,0.6111,5.0
9834489345834795,89423,4.0,Bronze 1,10.6,7.6684,Flex,1.0281,5.0
dollarmyballer,3360,6.0,Bronze 3,32.6,12.9787,Duelist,0.8581,3.0
Yujinn,NA1,7.0,Silver 1,33.8,13.6479,Flex,0.8064,5.0
MurasaKiki,4031,5.0,Bronze 2,0.0,0.0,Flex,1.0714,10.0
sophis,6561,,NaN,2.0,5.2632,Flex,1.0,1.0
SUSSNIPER,ehrfb,7.0,Silver 1,48.8,17.4451,Duelist,1.8288,8.0
panther,9031,7.0,Silver 1,26.4,12.3214,Duelist,1.3464,1.4
blanked,8042,,NaN,30.8,10.8551,Controller,0.8427,4.0
EMRLDS,POOT,17.0,Diamond 2,12.2,5.2365,Initiator,0.79,3.2
Yoyojack566,NA1,,NaN,7.0,8.8426,Duelist,0.8042,2.25
exiledXjager,7813,,NaN,3.0,16.6667,Flex,0.0714,0.5
Timmy,2615,16.0,Diamond 1,,,Flex,,
blxck,6114,,NaN,12.0,14.8148,Flex,1.1429,3.0
Lando,7782,,NaN,,,Flex,,
edfwefcw,5175,,NaN,19.0,3.3333,Duelist,0.375,0.8
banglocalmilfs,3484,9.0,Silver 3,,,Flex,,
Levi,VDPG,16.0,Diamond 1,31.0,21.2963,Flex,0.7846,2.5
Welter White,NA1,12.0,Gold 3,29.2,21.3724,Initiator,0.7434,4.4
fruitloop,4155,,NaN,33.0,22.5954,Duelist,0.9997,4.4
ElPeachFazio,FUZy,17.0,Diamond 2,34.2,12.9807,Flex,0.9114,5.0
pluto,balls,6.0,Bronze 3,20.0,7.4508,Flex,0.8435,3.2
Akuma,1981,,NaN,,,Flex,,
Cnakez,lost,9.0,Silver 3,,,Flex,,
TheMightySIGH,0107,,NaN,8.0,21.3082,Flex,0.5548,0.25
RobBoss07,1957,7.0,Silver 1,,,Flex,,
WhiteyMcFly,8881,3.0,Iron 3,37.0,14.0693,Initiator,0.9556,6.2
WIGone,5022,,NaN,,,Flex,,
cookies,4200,4.0,Bronze 1,17.0,9.6252,Sentinel,1.5033,4.0
Lagotic,9058,11.0,Gold 2,0.0,0.0,Flex,1.25,8.0
kkatametal,uwu,,NaN,36.0,14.4886,Flex,1.4646,4.2
Rotating ぷ,Fast,14.0,Platinum 2,46.4,8.1043,Duelist,1.2471,5.0
SimpleTsu,NA1,,NaN,8.0,13.1111,Sentinel,2.27,1.4
lilbama543,4118,,NaN,12.0,3.3898,Flex,0.4548,5.0
tape7895,6668,5.0,Bronze 2,36.0,12.7816,Duelist,1.6667,3.3333
Madvibe,0420,5.0,Bronze 2,43.4,12.8392,Initiator,0.6508,7.2
allivyum,2931,,NaN,30.6,9.6133,Flex,0.6108,1.2
Viperfang,1542,3.0,Iron 3,26.0,14.1591,Controller,0.6853,2.2
Rxxn,6765,16.0,Diamond 1,28.4,14.2559,Flex,0.8289,5.6
ItsDayzed,NA1,6.0,Bronze 3,14.4,7.6179,Duelist,1.1371,2.0
Tapeworm,1312,8.0,Silver 2,29.4,16.8843,Duelist,2.1167,2.6
elizabethh,2810,,NaN,17.5,7.0238,Flex,0.55,1.0
Wisho255,LAN,,NaN,5.0,17.1429,Controller,0.4555,1.4
Arya Stark,0007,11.0,Gold 2,41.0,16.3705,Flex,0.9687,4.0
Japanese スマーフ,LOL,5.0,Bronze 2,19.2,7.1045,Duelist,1.0267,4.8
lancymom,6666,6.0,Bronze 3,0.0,0.0,Flex,1.0191,7.8
BigBootyBaja,BAJA,9.0,Silver 3,9.6,15.4701,Initiator,1.1833,1.8
ozito,8058,,NaN,19.2,10.593,Flex,1.4079,4.6
4ftDongle,NA1,9.0,Silver 3,2.0,0.0,Flex,1.5122,13.0
ImScorpius,4665,,NaN,,,Flex,,
Venomix,2113,,NaN,7.0,0.0,Flex,0.0,0.0
strange creature,the,9.0,Silver 3,,,Flex,,
ImmortalsSon,2347,10.0,Gold 1,,,Flex,,
LonestarCan,NA1,12.0,Gold 3,42.0,11.2896,Initiator,1.0436,4.0
EINE,2073,,NaN,0.0,0.0,Flex,0.6154,1.0
LEARISREAL,NA1,7.0,Silver 1,23.0,10.0751,Sentinel,0.8923,4.0
Kodey,9938,,NaN,8.4,12.8599,Duelist,0.6327,2.8
Huh,11111,,NaN,43.2,10.9015,Controller,0.8757,3.8
Newby,420,9.0,Silver 3,39.0,10.1055,Duelist,1.4902,5.4
MallowBelle,uwu,7.0,Silver 1,26.0,16.2791,Flex,3.6,3.0
ScroomySal,2052,6.0,Bronze 3,13.0,19.2982,Flex,1.0667,3.0
Smiteisabozo,7109,6.0,Bronze 3,5.0,25.0,Flex,0.75,1.0
jgod,7016,6.0,Bronze 3,14.2,14.1989,Sentinel,1.0242,3.6
ItsMage,Mage,6.0,Bronze 3,,,Flex,,
weedphobia,9276,3.0,Iron 3,,,Flex,,
OwO,9323,12.0,Gold 3,21.0,9.5434,Sentinel,0.6518,3.4
Byte,1578,3.0,Iron 3,14.5,6.8182,Flex,0.6333,2.0
neonfrostpanda,7960,8.0,Silver 2,0.0,0.0,Flex,1.123,5.0
xxharveer27xx,7014,8.0,Silver 2,16.4,8.1921,Sentinel,1.1767,4.0
ThatRussianKid69,NA1,6.0,Bronze 3,25.4,10.9083,Initiator,1.2136,6.6
xXSinrXx,0003,9.0,Silver 3,29.8,16.1754,Initiator,1.1757,5.2
boo,aimbo,10.0,Gold 1,,,Flex,,
slayxrV,1565,7.0,Silver 1,35.2,8.5297,Duelist,1.3776,5.4
Sica,2013,12.0,Gold 3,,,Flex,,
choerry bullet,NA1,8.0,Silver 2,53.2,16.9703,Flex,0.9925,5.2
RATBOI,2478,6.0,Bronze 3,16.4,14.976,Flex,1.0141,3.4
Masi,623,9.0,Silver 3,18.0,5.943,Flex,1.0761,6.8
LeaverBuster0P,NA1,9.0,Silver 3,39.4,11.3368,Initiator,0.88,6.2
BDDylf,NA1,,NaN,0.0,0.0,Flex,0.5882,7.0
Eurodancer09,NA1,,NaN,,,Flex,,
katchyonkrack,dubs,6.0,Bronze 3,52.2,9.4043,Duelist,2.2287,5.8
BeeCerby,NA1,12.0,Gold 3,,,Flex,,
Crusaderss,W key,11.0,Gold 2,0.0,0.0,Flex,1.3333,7.0
